,episode,speaker,speech,word_count
886,ep_4,BRIENNE," Wrong! Wrong, wrong, wrong! Drink!",5
887,ep_4,TYRION, Mm!,1
888,ep_4,BRIENNE, You were married. Before Sansa.,5
889,ep_4,JAIME, Drink.,1
890,ep_4,BRIENNE," You're drinking wine, but you prefer ale!",7
891,ep_4,TYRION, No!,1
892,ep_4,TYRION, You're a virgin.,3
893,ep_4,JAIME, That's a statement about the present.,6
894,ep_4,TYRION," At no point in the past, up until this very moment, have you slept with a man. Or a woman.",20
895,ep_4,BRIENNE, I have to piss.,4
896,ep_4,TORMUND," We did it! We faced those icy fucks. Looked right into their blue eyes, and here we are. Now, which one of you cowards shit in my pants?",28
897,ep_4,BRIENNE, Please pardon me for a moment.,6
898,ep_4,MAN, Drink it!,2
899,ep_4,SANDOR, Don't touch me.,3
900,ep_4,WILLA, You can touch me.,4
901,ep_4,WILLA, I'm not afraid of wildlings.,5
902,ep_4,TORMUND, Maybe you should be.,4
903,ep_4,TORMUND," Well, Clegane it's time to drown our sorrows.",8
904,ep_4,SANDOR, I'm not done with my drink.,6
905,ep_4,SARRA, Are you ready now?,4
906,ep_4,SANDOR, This is my drink.,4
907,ep_4,MAN, All right!,2
908,ep_4,SANSA," She could have made you happy, for a little while.",10
909,ep_4,SANDOR, There's only one thing that'll make me happy.,8
910,ep_4,SANSA, And what's that?,3
911,ep_4,SANDOR, That's my fucking business.,4
912,ep_4,SANDOR, Used to be you couldn't look at me.,8
913,ep_4,SANSA, That was a long time ago. I've seen much worse than you since then.,14
914,ep_4,SANDOR," Yes, I've heard. Heard you were broken in. Heard you were broken in rough.",14
915,ep_4,SANSA, And he got what he deserved. I gave it to him.,11
916,ep_4,SANDOR, How?,1
917,ep_4,SANSA, Hounds.,1
918,ep_4,SANDOR," You've changed, Little Bird.",4
919,ep_4,SANDOR," None of it would have happened if you'd left King's Landing with me. No Littlefinger, no Ramsay none of it.",20
920,ep_4,SANSA," Without Littlefinger, and Ramsay and the rest, I would have stayed a Little Bird all my life.",17
922,ep_4,GENDRY, Don't shoot.,2
923,ep_4,GENDRY," It's nighttime, it's freezing, and everyone's celebrating. You should be celebrating with them.",13
924,ep_4,ARYA, I am celebrating.,3
925,ep_4,GENDRY," Yeah, I am too. I'm not Gendry Rivers anymore. I'm Gendry Baratheon, Lord of Storm's End. By order of the queen.",21
926,ep_4,ARYA, Congratulations.,1
927,ep_4,GENDRY," I don't know how to be lord of anything. I hardly know how to use a fork. All I know is that you're beautiful, and I love you, and none of it will be worth anything if you're not with me. So be with me.",45
928,ep_4,GENDRY, Be my wife. Be the Lady of Storm's End.,9
929,ep_4,ARYA," You'll be a wonderful lord, and any lady would be lucky to have you. But I'm not a lady. I never have been. That's not me.",26
931,ep_4,JAIME, You didn't drink.,3
932,ep_4,BRIENNE, I didn't drink?,3
933,ep_4,JAIME, In the game.,3
934,ep_4,BRIENNE, I drank.,2
935,ep_4,JAIME, In the game. This is Dornish.,6
936,ep_4,BRIENNE, This is not the game. This is only drinking.,9
937,ep_4,JAIME, Suit yourself.,2
938,ep_4,JAIME, You keep it warm enough in here.,7
939,ep_4,BRIENNE," It's the first thing I learnt when I came to the North. Keep your fire going. Every time you leave the room, put more wood on.",26
940,ep_4,JAIME, That's very diligent. Very responsible.,5
941,ep_4,BRIENNE, Piss off.,2
942,ep_4,JAIME, You know the first thing I learned in the North? I hate the fucking North.,15
943,ep_4,BRIENNE, It grows on you.,4
944,ep_4,JAIME, I don't want things growing on me.,7
945,ep_4,JAIME, How about Tormund Giantsbane? Has he grown on you? He was very sad when you left.,16
946,ep_4,BRIENNE, (almost whispering) You sound quite jealous.,6
947,ep_4,JAIME," (nods) I do, don't I? It's bloody hot in here.",10
948,ep_4,BRIENNE," Oh, move aside.",3
949,ep_4,BRIENNE, What are you doing?,4
950,ep_4,JAIME, I'm taking your shirt off.,5
951,ep_4,JAIME, I've never slept with a knight before.,7
952,ep_4,BRIENNE, I've never slept with anyone before.,6
953,ep_4,JAIME, Then you have to drink. Those are the rules.,9
954,ep_4,BRIENNE, I told you--,3
956,ep_4,DAENERYS, Are you drunk?,3
957,ep_4,JON, No.,1
958,ep_4,JON, Only a little.,3
959,ep_4,JON," I didn't know Ser Jorah well but I know this. If he could have chosen a way to die, it would have been protecting you.",25
960,ep_4,DAENERYS, He loved me. And I couldn't love him back. Not the way he wanted. Not the way I love you.,20
961,ep_4,DAENERYS, Is that all right?,4
962,ep_4,DAENERYS," I wish you'd never told me. If I didn't know, I'd be happy right now.",15
963,ep_4,DAENERYS," I try to forget. Tonight I did for a while, and then I saw them gathered around you. I saw the way they looked at you. I know that look. So many people have looked at me that way, but never here. Never on this side of the sea.",49
964,ep_4,JON, I told you I don't want it.,7
965,ep_4,DAENERYS," (angrily) It doesn't matter what you want. You didn't want to be King in the North. What happens when they demand you press your claim, and take what is mine?",30
966,ep_4,JON, I'll refuse. You are my queen. I don't know what else I can say.,14
967,ep_4,DAENERYS," (desperately)You can say nothing. To anyone, ever. Never tell them who you really are. Swear your brother and Samwell Tarly to secrecy, and tell no one else. Or it will take on a life of its own and you won't be able to control it or what it does to people. No matter how many times you bend the knee, no matter what you swear.",65
968,ep_4,DAENERYS, I want it to be the way it was between us.,11
969,ep_4,JON, I have to tell Sansa and Arya.,7
970,ep_4,DAENERYS, Sansa will want to see me gone and you on the Iron Throne.,13
971,ep_4,JON, She won't.,2
972,ep_4,DAENERYS," She's not the girl you grew up with. Not after what she's seen, not after what they've done to her.",20
973,ep_4,JON, I owe them the truth.,5
974,ep_4,DAENERYS, Even if the truth destroys us?,6
975,ep_4,JON, It won't.,2
976,ep_4,DAENERYS, It will. I've never begged for anything but I'm begging you. Don't do this. Please.,15
977,ep_4,JON, You are my queen. Nothing will change that. And they are my family. We can live together.,17
978,ep_4,DAENERYS, We can. I've just told you how.,7
981,ep_4,JON, The Northmen as well.,4
982,ep_4,VARYS," And the Golden Company has arrived in King's Landing, courtesy of the Greyjoy fleet. The balance has grown distressingly even.",20
983,ep_4,MISSANDEI," When the people find out what we have done for them, that we saved them--",15
984,ep_4,DAENERYS, Cersei will make sure they don't believe it. We will hit her hard. We will rip her out root and stem.,21
985,ep_4,TYRION, The objective here is to remove Cersei without destroying King's Landing.,11
986,ep_4,VARYS," Thankfully, she's losing allies by the day. Yara Greyjoy has retaken the Iron Islands in her queen's name. The new Prince of Dorne pledges his support.",26
987,ep_4,DAENERYS," No matter how many lords turn against her, as long as she sits on the Iron Throne, she can call herself Queen of the Seven Kingdoms. We need the capital.",30
988,ep_4,TYRION," I watched the people of King's Landing rebel against their king when they were hungry, and that was before winter began. Give them the opportunity and they will cast Cersei aside.",31
989,ep_4,JON," We'll surround the city. If the Iron Fleet tries to ferry in more food, the dragons will destroy them. If the Lannisters and the Golden Company attack, we'll defeat them in the field.",33
990,ep_4,TYRION," Once the people see that Cersei is our only enemy, her reign is over.",14
991,ep_4,DAENERYS, All right.,2
992,ep_4,SANSA, The men we have left are exhausted. Many of them are wounded. They'll fight better if they have time to rest and recuperate.,23
993,ep_4,DAENERYS, How long do you suggest?,5
994,ep_4,SANSA," I can't say for certain, not without talking to the officers.",11
995,ep_4,DAENERYS," I came north to fight alongside you at great cost to my armies and myself. Now that the time has come to reciprocate, you want to postpone.",27
996,ep_4,SANSA, It's not just our people. It's yours. You want to throw them into a war they're not ready to fight?,20
997,ep_4,DAENERYS,"THE longer I leave my enemies alone, the stronger they become.",11
998,ep_4,JON, (to SANSA and ARYA) The Northern forces will honor their promises and their allegiance to the Queen of the Seven Kingdoms.,21
999,ep_4,JON," What you command, we will obey.",6
1000,ep_4,TYRION, So if all are in agreement Jon and Ser Davos will ride down the Kingsroad with the Northern troops and the bulk of the remaining Dothraki and Unsullied.,28
1001,ep_4,TYRION," A smaller group of us will ride to White Harbor, and sail from there to Dragonstone with our queen and her dragons accompanying us from above.",26
1002,ep_4,TYRION," Ser Jaime has chosen to remain here, as a guest of the Lady of Winterfell.",15
1003,ep_4,DAENERYS," We have won the Great War. Now we will win the Last War. In all Seven Kingdoms, men will live without fear and cruelty under their rightful queen.",28
1004,ep_4,ARYA, We need a word.,4
1006,ep_4,JON, You understand we'd all be dead if not for her. We'd be corpses marching down to King's Landing.,18
1007,ep_4,SANSA, Arya's the one that killed the Night King.,8
1008,ep_4,JON, Her men gave their lives defending Winterfell--,7
1009,ep_4,SANSA, And we will never forget them. That doesn't mean that I want to kneel to someone who--,17
1010,ep_4,JON, I swore myself and the North to her cause.,9
1011,ep_4,ARYA, I respect that.,3
1012,ep_4,SANSA, You respect it?,3
1013,ep_4,ARYA," We needed her. We needed her army, her dragons. You did the right thing. And we're doing the right thing telling you we don't trust your queen.",27
1014,ep_4,JON, You don't know her yet.,5
1015,ep_4,ARYA, I'll never know her. She's not one of us.,9
1016,ep_4,JON," If you only trust the people you grew up with, you won't make many allies.",15
1017,ep_4,ARYA, That's all right. I don't need many allies.,8
1018,ep_4,JON, Arya -,2
1019,ep_4,ARYA, We're family. The four of us. The last of the Starks.,11
1020,ep_4,JON, I've never been a Stark.,5
1021,ep_4,SANSA, You are. You're just as much Ned Stark's child as any of us.,13
1022,ep_4,ARYA, You're my brother. Not my half-brother or my bastard brother. My brother.,12
1023,ep_4,BRAN, It's your choice.,3
1024,ep_4,JON, I need to tell you something. But you have to swear you'll never tell another soul.,16
1025,ep_4,ARYA, What is it?,3
1026,ep_4,JON," You have to swear it, before I tell you.",9
1027,ep_4,SANSA, How can I promise to keep a secret if I don't even know what it is?,16
1028,ep_4,JON, Because we're family. Swear it.,5
1029,ep_4,ARYA, I swear it.,3
1030,ep_4,SANSA, I swear it.,3
1031,ep_4,JON, (to BRAN) Tell them.,4
1034,ep_4,TYRION, So she's going to stay here with you?,8
1035,ep_4,JAIME," She's sworn to protect the Stark girls, so... Say something snide.",11
1036,ep_4,TYRION, I'm happy. I'm happy that you're happy. I'm happy that you'll finally have to climb for it.,17
1037,ep_4,TYRION, Do you know how long I've waited to tell tall-person jokes? To climbing mountains.,14
1038,ep_4,JAIME, To climbing mountains.,3
1039,ep_4,TYRION, What's she like down there?,5
1040,ep_4,JAIME, What? That's not your concern.,5
1041,ep_4,TYRION, I haven't been with a woman for years. Give me a morsel.,12
1042,ep_4,JAIME, You're a dog.,3
1043,ep_4,TYRION," I am the Imp, and I demand to know.",9
1044,ep_4,BRONN," I knew you were fucking her. A pair of tall, blond toffs. Must be like looking in the mirror.",19
1045,ep_4,TYRION, Ser Bronn of the Blackwater. Where's your drink? What are you-- What are you doing up North?,17
1046,ep_4,JAIME, What are you doing with that?,6
1047,ep_4,BRONN," Oh, this? This is for you. For both of you.",10
1048,ep_4,TYRION, You're supposed to be south.,5
1049,ep_4,BRONN, You boys are a pair of gold-plated cunts. Do you know that?,12
1050,ep_4,TYRION, That's a bit rude.,4
1051,ep_4,BRONN," Year after year, I've shoveled Lannister shit, - and what do I have to show?",15
1052,ep_4,TYRION," You're a knight, thanks to me.",6
1053,ep_4,BRONN, Thanks to me. And that title's worth as much as a blond hair from your brother's ballsack.,17
1054,ep_4,JAIME, Power resides where men believe--,5
1055,ep_4,BRONN, Shut your mouth.,3
1056,ep_4,TYRION, I'm just trying--,3
1057,ep_4,BRONN," I've never hit a dwarf before, but say another word and I will belt you.",15
1058,ep_4,TYRION," See, I don't believe you'd do that, after all--",9
1059,ep_4,BRONN," You couldn't do it on your best day, you one-handed fuck. And your best days are long gone.",18
1060,ep_4,TYRION, You broke my nose!,4
1061,ep_4,BRONN, I did not break your nose.,6
1062,ep_4,TYRION, How do you know?,4
1063,ep_4,BRONN," Because I've been breaking noses since I was your size, and I know what it sounds like. Now listen. Your sister offered me Riverrun. Nice big castle, good lands, plenty of peasants who do what they're told.",37
1064,ep_4,JAIME, And you trust Cersei--,4
1065,ep_4,BRONN," I knew your sister was dead the second I saw those dragons. Now, your army may be torn to shit, but I'd still bet on your Dragon Queen to win. And it just so happens I'm a betting man. If Cersei's dead, she can't pay up.",46
1066,ep_4,BRONN," Mmm, that's good. Of course, the odds change if the Dragon Queen's Hand turns up dead. Maybe a few of her top generals get picked off one by one. All of a sudden -",34
1067,ep_4,TYRION, May I speak?,3
1068,ep_4,BRONN, Why not? Only death will shut you up.,8
1069,ep_4,TYRION, We made a deal long ago. Do you remember?,9
1070,ep_4,BRONN," If anyone offered me money to kill you, you'd pay me double. What's double Riverrun?",15
1071,ep_4,TYRION, Highgarden. You could be Lord of the Reach.,8
1072,ep_4,JAIME, Highgarden? Are you mad?,4
1073,ep_4,TYRION, It's better than being dead.,5
1074,ep_4,JAIME, He's not going to kill us. He wouldn't be talking to us if--,13
1075,ep_4,BRONN," The way I see it, I only need one of the Lannister brothers alive.",14
1076,ep_4,JAIME, Highgarden will never belong to a cutthroat.,7
1077,ep_4,BRONN," No? Who were your ancestors, the ones who made your family rich? Fancy lads in silk? They were fucking cutthroats. That's how all the great houses started, isn't it? With a hard bastard who was good at killing people. Kill a few hundred people, they make you a lord. Kill a few thousand, they make you king. And then all your cocksucking grandsons can ruin the family with their cocksucking ways.",71
1078,ep_4,BRONN, Highgarden. Give me your word.,5
1079,ep_4,TYRION," You have my word. None of this means a thing until we take King's Landing. We ride south in the morning. We could use an officer with knowledge of the city's defenses. BRONN; (chuckles) Oh, no. No, my fighting days are done. But I still got a few killing days left, you hear me? I'll come find you when the war is done. Till then, don't die.",67
1081,ep_4,SANDOR, For fuck's sake.,3
1082,ep_4,ARAY, On your own?,3
1083,ep_4,SANDOR, Not anymore. I don't like crowds.,6
1084,ep_4,ARYA, Me neither.,2
1085,ep_4,SANDOR, Why not? They all love you now. You're the big hero.,11
1086,ep_4,ARYA, Don't like heroes.,3
1087,ep_4,SANDOR, It must have felt good sticking a knife in that horned fucker.,12
1088,ep_4,ARYA, Felt better than dying. You're heading to King's Landing?,9
1089,ep_4,SANDOR, I have some unfinished business.,5
1090,ep_4,ARYA, Me too.,2
1091,ep_4,SANDOR, I don't plan on coming back.,6
1092,ep_4,ARYA, Neither do I.,3
1093,ep_4,SANDOR, Gonna leave me to die again if I get hurt?,10
1094,ep_4,ARYA, Probably.,1
1097,ep_4,TYRION, My lady.,2
1098,ep_4,TYRION," ""My lord"" is the standard response.",6
1099,ep_4,SANSA, Why her?,2
1100,ep_4,TYRION, You know she loves your brother.,6
1101,ep_4,SANSA, That doesn't mean she'll be a good queen.,8
1102,ep_4,TYRION," You seem determined to dislike her. A good relationship between the Iron Throne and the North has been the core of every peaceful, prosperous reign we've ever known.",28
1103,ep_4,SANSA," Jon will be Warden of the North, so a good relationship seems likely.",13
1104,ep_4,TYRION, I don't expect him to spend much time here going forward.,11
1105,ep_4,SANSA," Well, I suppose that's up to him.",7
1106,ep_4,TYRION," Sansa, look at me.",4
1107,ep_4,TYRION," With Jon in the capital, you'll be the true power in the North. I'd feel much better about the future if I left here today believing that you and Daenerys were allies.",32
1108,ep_4,SANSA, What are you worried about? Jon's taking our army with him. Your queen still has her dragons--,17
1109,ep_4,TYRION, She's your queen too.,4
1110,ep_4,TYRION," You don't have to be her friend. But why provoke her? How is that in the best interest of your family, - or the North, or--?",26
1111,ep_4,SANSA, You're afraid of her.,4
1112,ep_4,TYRION, Every good ruler needs to inspire a bit of fear.,10
1113,ep_4,SANSA, I don't want Jon to go down there. The men in my family don't do well in the capital.,19
1114,ep_4,TYRION," No, but as your brother once told me, he's not a Stark.",12
1115,ep_4,TYRION, Are you all right?,4
1116,ep_4,TYRION," Her people love her, you've seen that. You've seen how they fight for her. She wants to make the world a better place. I believe in her.",27
1117,ep_4,SANSA, Tyrion. What if there's someone else? Someone better?,8
1119,ep_4,TORMUND, You're not gonna ride the dragon south?,7
1120,ep_4,JON, Just a horse. Rhaegal needs to heal. He doesn't need me weighing him down.,14
1121,ep_4,TORMUND, (scoffs). You weigh as much as two fleas fucking.,9
1122,ep_4,JON, (laughs),1
1123,ep_4,TORMUND, I'm taking the Free Folk home. We've had enough of the south. The women down here don't like me.,19
1124,ep_4,JON," This is the North, you know. And the Free Folk are welcome to stay.",14
1125,ep_4,TORMUND, It isn't home. We need room to wander. I'll take them back through Castle Black as soon as the winter storms pass. Back where we belong.,26
1126,ep_4,JON, It's where he belongs too. A direwolf has no place in the south. Will you take him with you? He'll be happier up there.,24
1127,ep_4,TORMUND, So would you.,3
1128,ep_4,JON," I wish I was going with you. This is farewell, then.",11
1129,ep_4,TORMUND, You never know.,3
1130,ep_4,TORMUND, You've got the North in you. The real North.,9
1131,ep_4,SAMWELL," Yes, well, the nights have been getting longer and there wasn't that much to do in Oldtown. There's only so many books a person can read, so we--",28
1132,ep_4,GILLY," I'm sure he knows how it happens, Sam. If it's a boy, we want to name him Jon.",18
1133,ep_4,JON, I hope it's a girl.,5
1134,ep_4,SAMWELL, You're the best friend I ever had.,7
1135,ep_4,JON," You too, Sam.",3
1138,ep_4,TYRION," Think of the past 20 years. The war, the murder, the misery. All of it because Robert Baratheon loved someone who didn't love him back.",25
1139,ep_4,VARYS, How many others know?,4
1140,ep_4,TYRION, Including us? Eight.,3
1141,ep_4,VARYS," Well, then it's not a secret anymore. It's information. If a handful of people know now, hundreds will know soon. Then what happens?",23
1142,ep_4,TYRION," She loses the North. She loses the Vale, Sansa will make sure of that.",14
1143,ep_4,VARYS," No, it's worse than that. He has the better claim to the throne.",13
1144,ep_4,TYRION, He doesn't want the throne.,5
1145,ep_4,VARYS," I'm not sure it matters what he wants. The fact is, people are drawn to him. Wildlings, Northmen. He's a war hero.",22
1146,ep_4,TYRION," He loves our queen. And she loves him. If we marry them, they could rule together.",16
1147,ep_4,VARYS, She's his aunt.,3
1148,ep_4,TYRION, That never stopped a Targaryen before.,6
1149,ep_4,VARYS," No, but Jon grew up in Winterfell. Is marrying your aunt common in the North? You know our queen better than I do. Do you think she wants to share the throne? She does not like to have her authority questioned.",41
1150,ep_4,TYRION, Something she has in common with every monarch who ever lived.,11
1151,ep_4,VARYS, I worry about her state of mind.,7
1152,ep_4,TYRION, We are advisors to the queen. Worrying about her state of mind is our job. We still have to take King's Landing. Maybe Cersei will win and kill us all. That would solve our problems.,35
1154,ep_4,MISSANDEI, No!,1
1157,ep_4,CERSEI," Our message was well-received, then?",5
1158,ep_4,QYBURN, Your people have heard the Usurper is coming. They are grateful for your protection within the walls of the Red Keep.,21
1159,ep_4,CERSEI, You're certain about the dragon?,5
1160,ep_4,EURION, I saw it sink beneath the waves.,7
1161,ep_4,CERSEI, That must have been glorious.,5
1162,ep_4,EURON," The glory is yours, my queen.",6
1163,ep_4,CERSEI," When the war is won, the Lion shall rule the land, the Kraken shall rule the sea and our child shall one day rule them all.",26
1164,ep_4,EURON, She's coming for you.,4
1165,ep_4,CERSEI," Of course she is. Keep the gates open. If she wants to take the castle, she'll have to murder thousands of innocent people first.",24
1166,ep_4,CERSEI," So much for ""the Breaker of Chains.""",7
1168,ep_4,VARYS, Your Grace. I promised you I would look you in the eye and speak directly if I ever thought you were making a mistake. This is a mistake.,28
1169,ep_4,DAENERYS, You saw my child fall from the sky.,8
1170,ep_4,VARYS, (nods),1
1171,ep_4,DAENERYS, They took Missandei.,3
1172,ep_4,VARYS," Cersei needs to be destroyed, but if we attack King's Landing with Drogon and the Unsullied and the Dothraki, tens of thousands of innocents will die. That is why Cersei is bringing them into the Red Keep. These are the people you came here to protect. I beg you, Your Grace. Do not destroy the city you came to save. Do not become what you have always struggled to defeat.",70
1173,ep_4,DAENERYS," Do you believe we're here for a reason, Lord Varys? I'm here to free the world from tyrants. That is my destiny and I will serve it, no matter the cost.",31
1174,ep_4,TYRION," It could be a fortnight before Jon and the allied armies make it to King's Landing. In the meantime, demand Cersei surrender. Offer her her life in exchange for the throne. If there's a chance to avoid the coming slaughter, we should make the effort.",45
1175,ep_4,DAENERYS," Speaking to Cersei will not prevent a slaughter. But perhaps it's good the people see that Daenerys Stormborn made every effort to avoid bloodshed, and Cersei Lannister refused. They should know whom to blame when the sky falls down upon them.",41
1177,ep_4,VARYS, I've served tyrants most of my life. They all talk about destiny.,12
1178,ep_4,TYRION, She's a girl who walked into a fire with three stones and walked out with three dragons. How could she not believe in destiny?,24
1179,ep_4,VARYS, Perhaps that's the problem. Her life has convinced her that she was sent here to save us all.,18
1180,ep_4,TYRION, And how do you know she wasn't?,7
1181,ep_4,VARYS," Then there's the problem of Jon Snow. Perhaps it's actually a solution. You know them both. Tell me, who do you think would make a better ruler?",27
1182,ep_4,TYRION, He doesn't want the throne. That's why he bent the knee.,11
1183,ep_4,VARYS, Have you considered the best ruler might be someone who doesn't want to rule?,14
1184,ep_4,TYRION, We're discussing treason.,3
1185,ep_4,VARYS, Don't pretend you haven't thought about it.,7
1186,ep_4,TYRION, Of course I've thought about it. Thoughts aren't treason.,9
1187,ep_4,VARYS," He's temperate and measured. He's a man, which makes him more appealing to the lords of Westeros, whose support we are going to need.",24
1188,ep_4,TYRION," Joffrey was a man. I don't think a cock is a true qualification, as I'm sure you'd agree.",18
1189,ep_4,VARYS," And he's the heir to the throne. Yes, because he's a man. Cocks are important, I'm afraid.",17
1190,ep_4,TYRION, What about my earlier proposal? They could rule together as king and queen.,13
1191,ep_4,VARYS," She's too strong for him. She'd bend him to her will, as she already has.",15
1192,ep_4,TYRION, He could temper her worst impulses.,6
1193,ep_4,VARYS, As you have? You're drinking quite a lot. A Targaryen father and a Stark mother. Jon's the one man alive who might actually be able to keep the North in the Seven Kingdoms.,33
1194,ep_4,TYRION, How many kings and queens have you served? Five? Six? I've lost count.,13
1195,ep_4,VARYS, You've always known my reasons.,5
1196,ep_4,TYRION," At a certain point, you choose a person you believe in, and you fight for that person.",17
1197,ep_4,VARYS, Even if you know it's a mistake?,7
1198,ep_4,TYRION, I believe in our queen. She'll make the right choice. With the help of her loyal advisors.,17
1199,ep_4,VARYS, You know where my loyalty stands. You know I will never betray the realm.,14
1200,ep_4,TYRION," What is the realm? A vast continent, home to millions of people, most of whom don't care who sits on the Iron Throne.",23
1201,ep_4,VARYS," Millions of people, many of whom will die if the wrong person sits on that throne. We don't know their names, but they're just as real as you and I. They deserve to live. They deserve food for their children. I will act in their interest, no matter the personal cost.",51
1202,ep_4,TYRION," So, what happens to her?",5
1203,ep_4,TYRION, Please. Don't.,2
1204,ep_4,VARYS, I've spoken as honestly as I can. Each of us has a choice to make. I pray we choose wisely.,20
1206,ep_4,SANSA, . . . as are the rest of her advisors.,10
1207,ep_4,JAIME, What happened?,2
1208,ep_4,BRIENNE," Euron Greyjoy ambushed Queen Daenerys and her fleet. One of the dragons was killed, several ships destroyed, Missandei captured.",19
1209,ep_4,SANSA, I always wanted to be there when they execute your sister. Seems like I won't get the chance.,18
1212,ep_4,BRIENNE, They're going to destroy that city. You know they will.,10
1213,ep_4,JAIME, Have you ever run away from a fight?,8
1214,ep_4,BRIENNE, You're not like your sister. You're not. You're better than she is. You're a good man and you can't save her. You don't need to die with her. Stay here. Stay with me. (voice breaking) Please. Stay.,37
1215,ep_4,JAIME," You think I'm a good man? I pushed a boy out a tower window, crippled him for life for Cersei. I strangled my cousin with my own hands just to get back to Cersei. I would have murdered every man, woman and child in Riverrun for Cersei.",47
1216,ep_4,JAIME, She's hateful. And so am I.,6
1218,ep_4,QYBURN, My lord.,2
1219,ep_4,TYRION, Queen Daenerys demands Cersei's unconditional surrender and the immediate release of Missandei of Naath.,14
1220,ep_4,QYBURN," Queen Cersei demands Daenerys's unconditional surrender. If she refuses, Missandei of Naath will die here and now.",17
1221,ep_4,TYRION," Qyburn, you're a rational man.",5
1222,ep_4,QYBURN," Or so I flatter myself, my lord.",7
1223,ep_4,TYRION," We have a chance here, perhaps our last chance, to avoid carnage.",12
1224,ep_4,QYBURN, Yes.,1
1225,ep_4,TYRION, Help me. I don't want to see this city burn. I don't want to hear the screams of children burning alive.,21
1226,ep_4,QYBURN," No, it is not a pleasant sound.",7
1227,ep_4,TYRION, I-- I don't want to hear it. Help me save this city.,12
1228,ep_4,QYBURN," My lord, I am only a mouthpiece for our queen.",10
1229,ep_4,TYRION, Your queen.,2
1230,ep_4,QYBURN, Cersei is Queen of the Seven Kingdoms. You are her subject.,11
1231,ep_4,TYRION, Her reign is over. You understand this. Help her understand it.,11
1232,ep_4,QYBURN," We understand nothing of the sort. Your queen's last dragon is vulnerable. Your armies are battle-weary and depleted, while ours have been reinforced with the Golden Compan--",27
1233,ep_4,CAPTAIN, Ready! Nock! Draw!,3
1234,ep_4,TYRION," I know you don't care about your people. Why should you? They hate you and you hate them. But you're not a monster. I know this. I know this because I've seen it. You've always loved your children. More than yourself, more than Jaime more than anything. I beg you. If not for yourself, then for your child. Your reign is over, but that doesn't mean your life has to end. It doesn't mean your baby has to die.",79
1235,ep_4,CERSEI," (to MISSANEDEI) If you have any last words, now is the time.",12
1236,ep_4,MISSANDEI, Dracarys.,1
1238,ep_5,VARYS, Come in.,2
1239,ep_5,VARYS, And?,1
1240,ep_5,MARTHA, (shakes her head),3
1241,ep_5,VARYS, Nothing?,1
1242,ep_5,MARTHA, She won't eat.,3
1243,ep_5,VARYS, We'll try again at supper.,5
1244,ep_5,MARTHA, I think they're watching me.,5
1245,ep_5,VARYS, Who?,1
1246,ep_5,MARTHA, Her soldiers.,2
1247,ep_5,VARYS, Of course they are. That's their job.,7
1248,ep_5,VARYS," What have I told you, Martha?",6
1249,ep_5,MARTHA," The greater the risk, the greater the reward.",8
1250,ep_5,VARYS, (Nods.) Go on. They'll be missing you in the kitchen.,10
1252,ep_5,VARYS, The Northern armies?,3
1253,ep_5,JON, Just crossed the Trident. They'll be at the walls of King's Landing in two days. How is she?,18
1254,ep_5,VARYS," She hasn't seen anyone since we returned. Hasn't left her chambers, hasn't accepted any food.",15
1255,ep_5,JON, She shouldn't be alone.,4
1256,ep_5,VARYS, You're worried for her. I admire your empathy.,8
1257,ep_5,JON, Aren't you worried for her?,5
1258,ep_5,VARYS," I'm worried for all of us. They say every time a Targaryen is born, the gods toss a coin and the world holds its breath.",25
1259,ep_5,JON, We're not much for riddles where I'm from.,8
1260,ep_5,VARYS, We both know what she's about to do.,8
1261,ep_5,JON, That's her decision to make. She is our queen.,9
1262,ep_5,VARYS," Men decide where power resides, whether or not they know it.",11
1263,ep_5,JON, What do you want?,4
1264,ep_5,VARYS, All I've ever wanted. The right ruler on the Iron Throne. I still don't know how her coin has landed. But I'm quite certain about yours.,26
1265,ep_5,JON, I don't want it. I never have.,7
1266,ep_5,VARYS," (Sighs.) I have known more kings and queens than any man living. I've heard what they say to crowds, and seen what they do in the shadows. I have furthered their designs, however horrible. But what I tell you now is true",42
1267,ep_5,JON, She is my queen.,4
1269,ep_5,TYRION, Your Grace?,2
1270,ep_5,TYRION, There's something you need to know.,6
1271,ep_5,DAENERYS, Someone has betrayed me.,4
1272,ep_5,TYRION, Yes.,1
1273,ep_5,DAENERYS, Jon Snow.,2
1274,ep_5,TYRION, Varys.,1
1275,ep_5,DAENERYS, He knows the truth about Jon.,6
1276,ep_5,TYRION, He does.,2
1277,ep_5,DAENERYS," Because you told him. You learned from Sansa. And she learned from Jon, though I begged him not to tell her. As I said he betrayed me.",27
1278,ep_5,TYRION, I'm glad Sansa told me. I am your Hand. I need to be aware of any threats you're facing.,19
1279,ep_5,DAENERYS, And Varys?,2
1280,ep_5,TYRION, Your Master of Whisperers needs to be aware too.,9
1281,ep_5,DAENERYS, (angrily) You spoke to him first. Without coming to me. Without asking my permission.,14
1282,ep_5,TYRION, It was a mistake.,4
1283,ep_5,DAENERYS, Why do you think Sansa told you? What do you think she hoped to gain?,15
1284,ep_5,TYRION, She trusts me.,3
1285,ep_5,DAENERYS," Yes, she trusts you. She trusted you to spread secrets that could destroy your own queen. And you did not let her down.",23
